Name,Comment,Time,Likes,Reply Count
Vicky Rizal,Imagine watching this in theatre with only 240p Resolution,2022-11-02T13:39:43Z,0,0
Goutam Dhurua,I just can't wait...,2022-11-02T13:39:42Z,0,0
johphrodite suh,Tsireya is so freaking beautiful OMG !!!,2022-11-02T13:39:41Z,0,0
MaxxxPower,Надеюсь хоть в этом фильме капитан корабля не будет трансгендером-афро-американцем...,2022-11-02T13:39:41Z,0,0
My pfp is what our phone sees,Watching avatar is like a journey to pandora. I cannot wait to go to pandora again.,2022-11-02T13:39:40Z,0,0
Malay Joshi,I have never been so overwhelmed with a trailer in my life before Cameron you genius king of visuals Kubrick Paved the way for the directors in the field of visuals and graphics and Cameron took it to the next level 🔥🙏,2022-11-02T13:39:39Z,2,0
Joachim Johnsen,Feel like I just watched the entire movie,2022-11-02T13:39:39Z,1,0
Old Skool Gamer,Damn not gonna lie this looks great,2022-11-02T13:39:38Z,0,0
TeraNakki,Who is the main character again?,2022-11-02T13:39:38Z,0,0
Tim Hansen,"Great visuals, but some of the scenes seems a bit cringy.",2022-11-02T13:39:38Z,0,0
Babur Alikabulov,НАКОНЕЦ-ТО! МЫ ДОЖИЛИ ДО ЭТОГО МОМЕНТА🎉,2022-11-02T13:39:37Z,2,1
Alecx Khomdram,Papyrus,2022-11-02T13:39:36Z,0,0
baran bozdogan,boring,2022-11-02T13:39:35Z,0,0
• R O L E X  •,"&quot;Up ahead is Avatar 2. You grew up hearing about it, but you never figured you'd be going there.&quot; 💙",2022-11-02T13:39:34Z,0,0
Boquila Inc.,This will make Marvel CGI a cartoon for dementia patients.,2022-11-02T13:39:32Z,0,0
Pablito123,"ngl some of it looks like pixar movie, first episode looked more convincing",2022-11-02T13:39:32Z,0,0
Shriram Datar,And they are using similar font 😡,2022-11-02T13:39:30Z,0,0
Kishan Das,Still little less hyped then the Avengers trailer,2022-11-02T13:39:30Z,0,0
Sekkeena Firosbabu,Malayali undo,2022-11-02T13:39:29Z,0,0
Apeiron tn,i see you in theater,2022-11-02T13:39:28Z,0,0
Jay M,"I know it has a water kind of feel, but the music in both trailers do not make me excited about this movie.",2022-11-02T13:39:28Z,0,0
Александр Бойко,"Графика такая же, на что потратили 10 лет...",2022-11-02T13:39:24Z,0,0
Ram_Charan_Fc,Avatar 2 Is Like A Finishing The Dream U Have The Previous Night,2022-11-02T13:39:20Z,1,0
SACHIN SURIYA ss cuts,മലയാളീസ് ❤️,2022-11-02T13:39:19Z,0,0
Mariam ay,I watched without blinking,2022-11-02T13:39:17Z,0,0
Ajoy Chowdhury,Absolutely extraordinary 😍❤️‍🔥! <br><br>WATER 🌊💙...,2022-11-02T13:39:16Z,0,0
FT SOUMIK DUTTA,"<b>Avatar is not a movie,is the Era of Our human life</b> ,",2022-11-02T13:39:15Z,4,0
Kacey Jones,"YAY, another 30$ Ferngully rip off. Reeeturded.",2022-11-02T13:39:14Z,1,0
Ethan,"Finally, everyone that was ranting over the past 10 years that no one cares about Avatar will shut up.",2022-11-02T13:39:13Z,1,0
Alex Davies,Genuinly excited AND on December 16th?! I can't wait.,2022-11-02T13:39:12Z,0,0
Kevin Hunt,Took my girlfriend at the time to see the first and must say this was the first realistic 3d movie!,2022-11-02T13:39:11Z,0,0
Ashley Escobar,"I am really excited about this. I can't wait to sit in the theater for 3 hours to watch this beautiful master piece I was 9 years old when I saw the first one and now being 22 this franchise will forever be in my heart! I knew somehow they would incorporate Grace. I just didn't know how but making Jake's daughter connected through Grace is an ultimate guess, but a strong one judging by the trailer, Jake's daughter can connect with the wildlife in Pandora! (I knew her actor was gonna still play in the avatar franchise)",2022-11-02T13:39:11Z,0,0
3sh9272,"1 hr, 1.5 million views. <br><br>My god.",2022-11-02T13:39:08Z,0,0
Grace Larkin,IM SO EXCITED FOR THIS MAN,2022-11-02T13:39:07Z,0,0
Table Top,is that Rihanna humming? 😮,2022-11-02T13:39:07Z,0,0
Lalilajolie Lalilajolie,Hâte de découvrir.!!!!..en version française 😉,2022-11-02T13:39:07Z,0,0
On d way 2 ,அருமை 🎉,2022-11-02T13:39:07Z,0,0
Akhil,Not that hype then avatar(2009) seriously,2022-11-02T13:39:06Z,0,0
Vinay Gade,"So,  how does the trailer look like? <br><br>Mighty!",2022-11-02T13:39:05Z,0,0
Vicky Arumugam,My eyes going to pop out . I need a new pair soon👀,2022-11-02T13:39:05Z,0,0
GOKUL,"Miles Quaritch is breaking his own skull at <a href=""https://www.youtube.com/watch?v=d9MyW72ELq0&amp;t=1m25s"">1:25</a>.",2022-11-02T13:39:05Z,0,0
Lord Doma,I was 14 when the first one came out and I still remember my parents taking me to see it in Imax. Now I'm a father and I get the opportunity to take my kids to see it.,2022-11-02T13:39:04Z,8,0
LuckyStorm,mid film,2022-11-02T13:39:04Z,0,0
Downup,How many parts Will this be?,2022-11-02T13:39:02Z,0,0
Nathaniel Strangman,"Curious to see what Simon Franglen brings to the table after taking over for the Legend himself James Horner, still miss him",2022-11-02T13:39:00Z,0,0
Harsha Ms,Eagerly waiting this universe 🪅🪅🎐🎇🎆,2022-11-02T13:38:59Z,0,0
Stepan Kostyshev,"Эх, жалко в России не выйдет(",2022-11-02T13:38:58Z,0,0
Dhanesh Radhakrishnan,Wow... Wow... Wow... 🔥🔥🔥♥️♥️♥️,2022-11-02T13:38:58Z,0,0
Vivek Malik,1k like for Avatar 2 😇,2022-11-02T13:38:58Z,1,0
PsyQoBoy,Don't know if it'll beat the first Avatar though.,2022-11-02T13:38:58Z,0,0
Crinja,Just watched the first Avatar for the first time and it was such an experience. Now I'm gonna do it again.,2022-11-02T13:38:54Z,0,0
Eric Gonzalez,😮WOW,2022-11-02T13:38:53Z,0,0
Faris Parayil,❤️,2022-11-02T13:38:53Z,0,0
Tang Lung,I see you…,2022-11-02T13:38:53Z,0,0
Ace Abid,The movie kinda lost its meaning <br>If this was even 2014-2016<br>I would say its a great movie <br>But Their to late,2022-11-02T13:38:52Z,0,0
Yashvasin Raj,R.I.P Marvel,2022-11-02T13:38:52Z,0,0
sayasem,I am seeing 2 billion $$$ in near future in Disney's box office collection!!,2022-11-02T13:38:51Z,0,0
Simian Rogue,"Same as the first, but in water.",2022-11-02T13:38:51Z,0,0
Kichu Achu,It's awesome,2022-11-02T13:38:51Z,0,0
Being Curious,Looks like the wait is worth 😍,2022-11-02T13:38:50Z,0,0
Sherin,No Human in this trailer....?,2022-11-02T13:38:50Z,0,0
You Tube,"I can’t wait to be reliving the world I yurn for so much, this is a truly amazing universe, it’s beautiful, heartfelt, and downright extactic I can’t wait to learn the way of water 💙",2022-11-02T13:38:49Z,1,0
MARCOS NAHUM MAYO MEDRANO,zzz con todo el afan de ofender,2022-11-02T13:38:49Z,0,0
Gaurav Verma,ARE BAAP RE.,2022-11-02T13:38:46Z,0,0
G. Mark Anthony,AVATAR 💙<br>The Way Of Water 🌊<br>Waiting...🤩😍❤️,2022-11-02T13:38:44Z,0,0
Stanley Leonard,Never thought we’d see the day……. Finally😅😢😢😢😢🙏🏾,2022-11-02T13:38:43Z,0,0
Shikhar Bhardwaj,Waiting  for this epic movie,2022-11-02T13:38:42Z,0,0
Emily Y,"I have never seen the original in theaters, but when I saw this movie when I was 9 years old, I instantly fell in love and started watching it on repeat. I am SO excited to see this in theaters!! And the best part about it, is that it comes out four days before my birthday, so it'll be a birthday gift to me to see this in theaters!!!!!!!!!",2022-11-02T13:38:41Z,6,0
Suvam Keshari,This movie will save US from recession.,2022-11-02T13:38:40Z,0,0
Combo Smooth,I love the part in the trailer when James Cameron jumped out of the mouth of a whale to proclaim it is Morbin Time,2022-11-02T13:38:40Z,0,0
Imani Denay,Dude I cried. Can’t wait to see it in theaters.,2022-11-02T13:38:40Z,1,0
iHaveContrl,1080p really??? no 4K option???????,2022-11-02T13:38:40Z,0,0
Paul Humphrey,Bloody blue men,2022-11-02T13:38:40Z,0,0
1234 W,Growing up with an obsession for this movie from the age of 8 and now being 21 and returning after 13 years feels like going back home🪐 💙this movie franchise will always hold an extremely special place in my heart. Cameron thankyou💙 oel ngati kameie,2022-11-02T13:38:39Z,26,1
J C,"im guessing by this trailer sam worthingtons character dies pretty early on in the movie, he's only in this trailer speaking 1 on 1 with family, probably as a memory or vision type thing.",2022-11-02T13:38:39Z,0,0
Rhetoricalmuse,Going to be blah,2022-11-02T13:38:38Z,0,0
Iglo Iglo,This movie is from another world 🌎 very special makes to feel like your in the movie life can’t wait to be out this movie come on,2022-11-02T13:38:38Z,0,0
Happy Kuthala,"Omg ✌️🤗😇😇my childhood days best memory,Avatar,,,,block buster,,atn,,,,,marvel ki to phat jayegi🤩🤗",2022-11-02T13:38:37Z,0,0
Andrew Garfield,Is it only me Or does everything feel so cgi compared to the first movie or like I don't know but i do appreciate how stunning this looks!! 👏👏,2022-11-02T13:38:36Z,1,0
Rj Sauceda,Idk man,2022-11-02T13:38:34Z,0,0
Happy Daze,I'm so ready for a beautiful movie! thank you so much I haven't been to a theater in so long! I fell in love with the first one and prayed for a 2. 💕💕,2022-11-02T13:38:34Z,0,0
Sawyer Oakley,OMG it made me bawl my eyes! Im so excited!,2022-11-02T13:38:34Z,0,0
JayaDev Chary,It's back again to beat its own Records.....Avatar can only beat Avatar..!!!,2022-11-02T13:38:33Z,0,0
Harish Sharma,Finally! ...after a long decadal wait,2022-11-02T13:38:33Z,0,0
Atta Hissan,CG at its best.,2022-11-02T13:38:31Z,0,0
AKASH SAINI GAMING,Who is the villain?,2022-11-02T13:38:31Z,0,0
elyeipis,"This launches on my birthday!!! Epic, nothing more to say.",2022-11-02T13:38:30Z,0,0
J_yes01,😀🤙🤘👌,2022-11-02T13:38:30Z,0,0
Elliott,"I'm surprised people actually liked the first one, and by the looks of it this one will probably just be the same in terms of plot and message. They even made the cast looks more <b>human</b> and generic, with the CGI looking like it was from 10 years ago. Solid pass.",2022-11-02T13:38:28Z,0,0
Jonas,"After 12 years of watching fan-made and fake trailers, here we are watching the real one 😌",2022-11-02T13:38:27Z,0,0
Aromal Suresh,Can't wait to watch this in theaters,2022-11-02T13:38:26Z,1,0
Patrick Rodrigues,Isso vai ser incrível 🙌🏻,2022-11-02T13:38:26Z,8,0
WoodXd90,Now waiting for movie,2022-11-02T13:38:25Z,0,0
the insurance,I wonder if this will make 3D relevant again. Oh boy 😬,2022-11-02T13:38:21Z,0,0
SaltMines,James Cameron summoning 50 million unnamed Avatar fans,2022-11-02T13:38:21Z,1,0
JJ T,Masterpiece🙌,2022-11-02T13:38:20Z,1,0
Dan Eden,This looks stupid. Like the first one.,2022-11-02T13:38:19Z,0,0
Dulshan Chandrasekara,I have been waiting for this over than 10years😓,2022-11-02T13:38:17Z,0,0
Tse Nam,⭐️⭐️⭐️⭐️⭐️⭐️⭐️,2022-11-02T13:38:17Z,0,0
Prakash Kumar,Be strong hearted this time..🤩,2022-11-02T13:38:16Z,0,0
The One,The worst part about the first movie was probably the writing. I hope it will improve in this one.,2022-11-02T13:38:15Z,0,0
sadham ussain,Vera mari vera mari ..💥💥💥💥💥🔥🔥,2022-11-02T13:38:14Z,0,0
ArwinDer Gill,Avengers be ready 🤙🤙🤙,2022-11-02T13:38:13Z,1,0
Luke Schlattwalker,Jesus Christ not even an hour and already 1.5mil holy shit,2022-11-02T13:38:13Z,0,0
Syed Furqhan,Yoooo thats awesome,2022-11-02T13:38:12Z,0,0
Prasanna Surange,Cameron starts off where our imagination ends...,2022-11-02T13:38:12Z,0,0
Digirave,"Unpopular opinion, but I'm actually more excited for the full original soundtrack, than the movie.",2022-11-02T13:38:11Z,0,0
American Hooligans,Here comes either the most over hyped or biggest flop of all time!,2022-11-02T13:38:09Z,0,0
Unnai,Goosebumps 👍,2022-11-02T13:38:07Z,0,0
Lauris,"Dont get me wrong. Visuals are just stunning. I think story will be good too. But there's just too many new characters. I want Jake and Neytiri. But by this trailer it looks like they won't be the main characters anymore. I don't think this will surpass Avatar 2009 because that was something spectacular. In 2022 this cgi looks very good, but it's not like we havent seen before.<br>Ps. When I heard kids voice i tought its too deep. xD Sounds like grown woman, but she looks like a teenager.",2022-11-02T13:38:07Z,0,0
Manfred Sumberg,cringe,2022-11-02T13:38:07Z,1,0
STATIK,Looks shit tbh,2022-11-02T13:38:06Z,1,0
JoeCreativeOne,Is it the same story but with water....,2022-11-02T13:38:05Z,1,0
Dmitry Dmitri,"Столько лет прошло, а графон не изменился)))",2022-11-02T13:38:05Z,0,0
Gully Cricket UAE,🥵🥵🥵🥵🥵🥵,2022-11-02T13:38:05Z,0,0
Fredy 010,I'm not excited.,2022-11-02T13:38:04Z,1,0
Cpt_Katsuragi,"Oh, I wish my uncle was alive to go and watch this together. He was in love with the first one.",2022-11-02T13:38:03Z,0,0
Mohamed Ashiq,வெந்து தணிந்தது காடு அவத்தாருக்கு<br>வணக்கத்த போடு,2022-11-02T13:38:01Z,1,0
Jay Martinez,"As A Brown Native To This Lands I KNOW That My Ancestors And Nature Are One, We Took Care Of Her And She Took Care Of Us Till The Europeans Came In The Picture. $tay WOKE 💪🏽",2022-11-02T13:38:01Z,0,0
Amit Singh,This is how India and Indians were connected to nature and spiritual. Then came invaders like Mughals and British.<br><br>Story of Pandora is story of India.,2022-11-02T13:38:01Z,0,0
Vivek Malik,How many international fans here 👀 I am here from india nad you are from ?..,2022-11-02T13:38:01Z,1,0
Rohith Kumar,"Not only Kiri there, James made us all to feel her.. Feel Eywa❤️❤️",2022-11-02T13:38:01Z,0,0
Flo GMR,WOW yea,2022-11-02T13:38:00Z,0,0
CB H,"Can't wait to enroll in this course. It will be the most visually stunning political lecture ever. Can't wait to learn the Correct Opinions™ about the inherent wickedness of western civilization, males, capitalism, and white people.",2022-11-02T13:37:59Z,0,0
Takeshi H,THANKS FOR YOUR HARD WORK TEAM AVATAR ! any plan to release game after the movie release with same CG?,2022-11-02T13:37:57Z,0,0
Mathew Lujan,I liked the first movie I just didn’t like how everything was blue. They changed it up a little this time but why does everything have to be blue!,2022-11-02T13:37:57Z,0,0
Chavva Srikanth,love from Hyderabad,2022-11-02T13:37:57Z,0,0
Vision,Avatar Studio: Spends 10 years making Avatar 2 the most visually impressive movie in history. <br><br>Also Avatar Studio: Releases trailer in max 1080p 30 fps.,2022-11-02T13:37:56Z,0,0
Killadrill,Funny how one of the most known movies is getting a sequel that almost nobody is interested in,2022-11-02T13:37:55Z,0,0
The Masked Gamer,"In theaters next year and the year after that and after that and every after movie that will become top1 all time, will be released again. 😅",2022-11-02T13:37:54Z,0,0
La Cuenta Backup,This is when real men show up to express their excitement for the sequel 💪🤑👍,2022-11-02T13:37:54Z,0,0
Don Diakon,Скучно!,2022-11-02T13:37:53Z,1,0
Just Logan,"Incredible, I wonder how it came out more than a decade after the first film, but hey, this is really nice and I can’t wait to see it.",2022-11-02T13:37:53Z,0,0
Lorenzo Longo,Can't wait!,2022-11-02T13:37:52Z,0,0
My Name,is it still Papyrus font there? :),2022-11-02T13:37:52Z,0,0
floofdoq,"A native population rising up against imperialist aggression, I love it!",2022-11-02T13:37:51Z,0,0
Lukas Sabo,Well the hype just skyrocketed💙💙😍🔥,2022-11-02T13:37:50Z,0,0
Lloyd Constable,Looks beautiful 💙,2022-11-02T13:37:50Z,0,0
Pavi Pabbs,honestly i couldnt care less about avatar 2 shouldve made it 10 yrs ago,2022-11-02T13:37:50Z,0,0
Angelina,"Wow, que trailer!  No puedo esperar para ver esta obra de arte, estoy super emocionada y me alegra tanto que ya finalmente podre ver esta secuela. Gracias James Cameron!",2022-11-02T13:37:49Z,18,0
Walter Romero,It looks like the same story as the 1st,2022-11-02T13:37:49Z,0,0
Tom Sawyer,Aren’t they supposed to talk in their own language ?,2022-11-02T13:37:47Z,0,0
time_7777,i'm watching,2022-11-02T13:37:46Z,0,0
Luisa,OMG!!!!!! THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU!!!!!!!!!!!!,2022-11-02T13:37:45Z,0,0
Просто я,🤯🤯🤯🤯🤯🤯🤯,2022-11-02T13:37:43Z,0,0
Jared Kaiser,for me the humans in part 1 will always be the good guys,2022-11-02T13:37:42Z,0,0
Ramanuj,Hope the movie have good story,2022-11-02T13:37:41Z,0,0
malachai uys,<b>I'm glad I watched the first one as a kid - imagine having watched this in your 30's waiting for the sequel</b>,2022-11-02T13:37:38Z,1,0
SOSTAR GAMING,Wtf Namor,2022-11-02T13:37:37Z,0,0
unmaker,this is the wrong avatar. I thought it was a new music video.,2022-11-02T13:37:34Z,0,0
K Ashok kumar,Telugu people like hear 👍,2022-11-02T13:37:33Z,0,0
